EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
496780,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 10:00:00 PM,07/09/2019 01:30:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","MANOR ROAD between VICTORY BOULEVARD and WINDSOR ROAD,  MANOR ROAD between WINDSOR ROAD and REON AVENUE,  WINDSOR ROAD between MANOR ROAD and SOMMERS LANE,  REON AVE between MANOR ROAD and NORTH GANNON AVENUE,  REON AVENUE between NORTH GANNON AVENUE and TODT HILL ROAD,  SOMMERS LANE between REON AVENUE and WINDSOR ROAD",Staten Island,"1, 3","120, 123",Film,Feature,United States of America,"10305, 10309, 10314"
496774,Shooting Permit,07/15/2019 06:00:00 AM,07/15/2019 08:00:00 PM,07/09/2019 01:19:35 PM,"Mayor's Office of Film, Theatre & Broadcasting",SOUTH    3 STREET between KENT AVENUE and WYTHE AVENUE,Brooklyn,1,90,WEB,Not Applicable,United States of America,11249
496740,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 11:00:00 PM,07/09/2019 12:18:57 PM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVE between WEST   59 STREET and WEST   64 STREET,  AMSTERDAM AVENUE between WEST   62 STREET and WEST   59 STREET,  WEST   62 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE",Manhattan,7,20,Television,Cable-episodic,United States of America,10023
496728,Shooting Permit,07/10/2019 02:00:00 PM,07/10/2019 09:00:00 PM,07/09/2019 11:57:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","ARDSLEY STREET between MCKINLEY AVENUE and KENSICO STREET,  ARDSLEY STREET between KENSICO STREET and ANDREWS AVENUE,  KENSICO STREET between CENTER STREET and NATICK STREET,  KENSICO STREET between ARDSLEY STREET and NATICK STREET,  KENSICO STREET between CENTER STREET and ARDSLEY STREET,  CENTER STREET between KENSICO STREET and ANDREWS AVENUE,  ANDREWS AVENUE between RICHMOND ROAD and NATICK STREET,  NATICK STREET between KENSICO STREET and ANDREWS AVENUE",Staten Island,3,122,Film,Feature,United States of America,10306
496715,Theater Load in and Load Outs,07/11/2019 02:00:00 AM,07/11/2019 11:00:00 AM,07/09/2019 11:30:42 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   44 STREET between BROADWAY and 6 AVENUE,Manhattan,5,14,Television,Morning Show,United States of America,10036
496711,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 03:00:00 PM,07/09/2019 11:28:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   16 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   16 STREET and WEST   17 STREET,  WEST   17 STREET between 8 AVENUE and 9 AVENUE,  WEST   17 STREET between 8 AVENUE and 7 AVENUE",Manhattan,4,10,Television,Episodic series,United States of America,10011
496690,Shooting Permit,07/11/2019 05:00:00 AM,07/11/2019 08:00:00 PM,07/09/2019 10:20:24 AM,"Mayor's Office of Film, Theatre & Broadcasting","INGRAHAM STREET between STEWART AVENUE and GARDNER AVENUE,  STEWART AVENUE between INGRAHAM STREET and JOHNSON AVENUE",Brooklyn,1,90,Still Photography,Not Applicable,United States of America,11237
496687,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 10:00:00 PM,07/09/2019 10:13:41 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between DIAMOND STREET and JEWEL STREET,  DIAMOND STREET between MESEROLE AVENUE and CALYER STREET,  JEWEL STREET between MESEROLE AVENUE and CALYER STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
496682,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 11:59:00 PM,07/09/2019 10:02:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","JAVA STREET between WEST STREET and DEAD END,  KENT STREET between WEST STREET and DEAD END,  GREENPOINT AVENUE between WEST STREET and DEAD END",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
496680,Shooting Permit,07/15/2019 07:00:00 AM,07/15/2019 09:00:00 PM,07/09/2019 09:50:47 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT STREET between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between COVERT STREET and ELDERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
496678,Shooting Permit,07/12/2019 07:00:00 AM,07/12/2019 09:00:00 PM,07/09/2019 09:47:48 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT STREET between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between COVERT STREET and ELDERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
496677,Shooting Permit,07/10/2019 11:00:00 AM,07/11/2019 03:00:00 AM,07/09/2019 09:46:13 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  162 STREET and WEST  165 STREET",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
496676,Shooting Permit,07/11/2019 02:00:00 PM,07/11/2019 08:00:00 PM,07/09/2019 09:44:40 AM,"Mayor's Office of Film, Theatre & Broadcasting",FRONT STREET between OLD SLIP and GOUVERNEUR LANE,Manhattan,1,1,WEB,Not Applicable,United States of America,"10004, 10005"
496675,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 09:00:00 PM,07/09/2019 09:44:36 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT STREET between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between COVERT STREET and ELDERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
496674,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 09:00:00 PM,07/09/2019 09:41:15 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT STREET between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between COVERT STREET and ELDERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
496662,Shooting Permit,07/12/2019 06:00:00 AM,07/12/2019 08:00:00 PM,07/09/2019 08:58:48 AM,"Mayor's Office of Film, Theatre & Broadcasting","STRATFORD ROAD between BEVERLY ROAD and SLOCUM PLACE,  MATTHEWS COURT between STRATFORD ROAD and CONEY ISLAND AVENUE",Brooklyn,14,70,Still Photography,Not Applicable,United States of America,11218
496661,Shooting Permit,07/12/2019 02:00:00 AM,07/13/2019 07:00:00 AM,07/09/2019 08:49:44 AM,"Mayor's Office of Film, Theatre & Broadcasting","6 AVENUE between WEST   38 STREET and WEST   35 STREET,  WEST   37 STREET between BROADWAY and 6 AVENUE,  WEST   36 STREET between BROADWAY and 6 AVENUE,  WEST   36 STREET between 6 AVENUE and 5 AVENUE,  WEST   45 STREET between 6 AVENUE and 5 AVENUE,  WEST   45 STREET between 6 AVENUE and 5 AVENUE,  WEST   45 STREET between 10 AVENUE and 9 AVENUE,  WEST   47 STREET between 8 AVENUE and BROADWAY,  BROADWAY between WEST   47 STREET and WEST   46 STREET,  7 AVENUE between WEST   48 STREET and WEST   47 STREET,  WEST   47 STREET between 7 AVENUE and 6 AVENUE,  WEST   46 STREET between 7 AVENUE and 6 AVENUE,  EAST  125 STREET between 2 AVENUE and 1 AVENUE",Manhattan,"11, 4, 5","14, 18, 25",Television,Episodic series,United States of America,"10001, 10018, 10035, 10036"
496660,Shooting Permit,07/11/2019 06:00:00 AM,07/11/2019 08:00:00 PM,07/09/2019 08:49:01 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   19 STREET between AVENUE H and GLENWOOD ROAD,  AVENUE H between EAST   18 STREET and OCEAN AVENUE",Brooklyn,14,70,Still Photography,Not Applicable,United States of America,11230
496650,Shooting Permit,07/11/2019 03:00:00 AM,07/11/2019 10:00:00 AM,07/09/2019 07:11:04 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
496593,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 08:00:00 PM,07/08/2019 05:50:37 PM,"Mayor's Office of Film, Theatre & Broadcasting",INGRAHAM STREET between STEWART AVENUE and GARDNER AVENUE,Brooklyn,1,90,Still Photography,Not Applicable,United States of America,11237
496587,Shooting Permit,07/11/2019 10:00:00 AM,07/12/2019 01:00:00 AM,07/08/2019 05:30:28 PM,"Mayor's Office of Film, Theatre & Broadcasting","UNION TURNPIKE between 234 STREET and 236 STREET,  235 STREET between UNION TURNPIKE and SEWARD AVENUE,  236 STREET between UNION TURNPIKE and SEWARD AVENUE,  UNION TURNPIKE between BELL BOULEVARD and 221 STREET,  218 STREET between 82 AVENUE and 85 AVENUE,  82 AVENUE between 218 STREET and 85 AVENUE,  BELL BOULEVARD between KINGSBURY AVENUE and UNION TURNPIKE",Queens,"11, 13","105, 111",Television,Episodic series,United States of America,"11364, 11427"
496581,Shooting Permit,07/11/2019 06:30:00 AM,07/11/2019 12:00:00 PM,07/08/2019 05:11:03 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   67 STREET between COLUMBUS AVENUE and CENTRAL PARK WEST,Manhattan,7,20,Television,Talk Show,United States of America,10023
496569,Shooting Permit,07/14/2019 06:00:00 AM,07/14/2019 10:00:00 PM,07/08/2019 04:51:12 PM,"Mayor's Office of Film, Theatre & Broadcasting","MORNINGSIDE AVENUE between HANCOCK PLACE and WEST  117 STREET,  MANHATTAN AVENUE between WEST  123 STREET and WEST  120 STREET,  WEST  121 STREET between MORNINGSIDE AVENUE and ST NICHOLAS AVENUE,  WEST  121 STREET between MORNINGSIDE AVENUE and MANHATTAN AVENUE,  WEST  122 STREET between MANHATTAN AVENUE and ST NICHOLAS AVENUE,  WEST  121 STREET between ADAM CLAYTON POWELL JR BOULEVARD and ST NICHOLAS AVENUE,  WEST  119 STREET between MORNINGSIDE AVENUE and MANHATTAN AVENUE",Manhattan,"10, 9","26, 28",Film,Feature,United States of America,"10026, 10027"
496544,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 11:00:00 PM,07/08/2019 03:53:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","FOREST AVENUE between PELTON AVENUE and LAWRENCE AVENUE,  FOREST AVENUE between BARD AVENUE and NORTH MADA AVENUE,  LAWRENCE AVENUE between FOREST AVENUE and MORRISON AVENUE,  DAVIS AVENUE between FOREST AVENUE and MORRISON AVENUE,  LAWRENCE AVENUE between MORRISON AVENUE and HARVEST AVENUE,  MORRISON AVENUE between LAWRENCE AVENUE and DAVIS AVENUE,  HARVEST AVENUE between LAWRENCE AVENUE and DAVIS AVENUE,  DAVIS AVENUE between HARVEST AVENUE and MORRISON AVENUE,  NATICK STREET between WILDER AVENUE and MAPLEWOOD AVENUE,  WILDER AVENUE between ARDSLEY STREET and PINEWOOD AVENUE,  PINEWOOD AVENUE between MAPLEWOOD AVENUE and WILDER AVENUE,  COMBS AVENUE between PARK STREET and WOLVERINE STREET,  MAPLEWOOD AVENUE between NATICK STREET and PARK STREET",Staten Island,"1, 3","120, 122",Film,Feature,United States of America,"10306, 10310"
496542,Shooting Permit,07/10/2019 09:00:00 AM,07/10/2019 11:00:00 PM,07/08/2019 03:47:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","REVIEW AVENUE between 35 STREET and 30 STREET,  STARR AVENUE between VAN DAM STREET and 34 STREET",Queens,2,108,Television,Cable-episodic,United States of America,11101
496541,Shooting Permit,07/11/2019 03:00:00 PM,07/12/2019 04:00:00 AM,07/08/2019 03:47:18 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  132 STREET between WILLOW AVENUE and DEAD END,  WALNUT AVENUE between EAST  134 STREET and EAST  132 STREET,  EAST  133 STREET between WALNUT AVENUE and LOCUST AVENUE,  LOCUST AVENUE between EAST  134 STREET and EAST  132 STREET,  BRUCKNER BOULEVARD between EAST  138 STREET and EAST  134 STREET,  EAST  135 STREET between BRUCKNER BOULEVARD and WILLOW AVENUE,  WILLOW AVENUE between EAST  136 STREET and EAST  133 STREET,  EAST  135 STREET between WILLOW AVENUE and WALNUT AVENUE,  EAST  134 STREET between WILLOW AVENUE and WALNUT AVENUE",Bronx,1,40,Television,Episodic series,United States of America,10454
496529,Rigging Permit,07/12/2019 06:00:00 AM,07/12/2019 09:00:00 PM,07/08/2019 03:27:39 PM,"Mayor's Office of Film, Theatre & Broadcasting",EDGECOMBE AVENUE between WEST  150 STREET and WEST  155 STREET,Manhattan,"10, 9",30,Film,Feature,United States of America,10032
496528,Rigging Permit,07/11/2019 06:00:00 AM,07/11/2019 09:00:00 PM,07/08/2019 03:27:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",EDGECOMBE AVENUE between WEST  150 STREET and WEST  155 STREET,Manhattan,"10, 9",30,Film,Feature,United States of America,10032
496527,Shooting Permit,07/10/2019 06:00:00 AM,07/10/2019 11:59:00 PM,07/08/2019 03:25:47 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST  175 STREET between FORT WASHINGTON AVENUE and BROADWAY,  FORT WASHINGTON AVENUE between WEST  171 STREET and WEST  172 STREET,  WEST  172 STREET between FORT WASHINGTON AVENUE and BROADWAY",Manhattan,12,33,WEB,Not Applicable,United States of America,"10032, 10033"
496521,Shooting Permit,07/13/2019 07:00:00 AM,07/13/2019 11:00:00 PM,07/08/2019 03:17:03 PM,"Mayor's Office of Film, Theatre & Broadcasting","LENOX AVENUE between WEST  129 STREET and WEST  132 STREET,  WEST  131 STREET between LENOX AVENUE and 5 AVENUE,  EAST  131 STREET between MADISON AVENUE and 5 AVENUE,  WEST  132 STREET between LENOX AVENUE and 5 AVENUE,  EAST  132 STREET between 5 AVENUE and MADISON AVENUE,  5 AVENUE between WEST  131 STREET and WEST  130 STREET,  LENOX TERRACE PLACE between WEST  134 STREET and WEST  135 STREET,  5 AVENUE between WEST  135 STREET and WEST  136 STREET,  MORNINGSIDE AVENUE between HANCOCK PLACE and WEST  121 STREET,  WEST  121 STREET between MORNINGSIDE AVENUE and FREDERICK DOUGLAS BOULEVARD,  MANHATTAN AVENUE between WEST  121 STREET and WEST  122 STREET,  MANHATTAN AVENUE between WEST  122 STREET and WEST  123 STREET,  WEST  122 STREET between ST NICHOLAS AVENUE and MANHATTAN AVENUE,  WEST  122 STREET between MANHATTAN AVENUE and MORNINGSIDE AVENUE",Manhattan,"10, 11, 9","25, 26, 28, 32",Film,Feature,United States of America,"10027, 10037"
496489,DCAS Prep/Shoot/Wrap Permit,07/09/2019 06:00:00 AM,07/09/2019 11:59:00 PM,07/08/2019 02:27:41 PM,"Mayor's Office of Film, Theatre & Broadcasting","CADMAN PLAZA WEST between MIDDAGH STREET and CLARK STREET,  REMSEN STREET between CLINTON STREET and COURT STREET,  COURT STREET between MONTAGUE STREET and JORALEMON STREET,  JORALEMON STREET between COURT STREET and ADAMS STREET",Brooklyn,2,84,Television,Cable-episodic,United States of America,11201
496478,Shooting Permit,07/10/2019 12:00:00 PM,07/11/2019 01:00:00 AM,07/08/2019 02:00:32 PM,"Mayor's Office of Film, Theatre & Broadcasting","LISPENARD STREET between CHURCH STREET and BROADWAY,  CHURCH STREET between WHITE STREET and LISPENARD STREET,  CHURCH STREET between WHITE STREET and CANAL STREET,  WALKER STREET between CHURCH STREET and BROADWAY,  WHITE STREET between CHURCH STREET and BROADWAY",Manhattan,1,1,Television,Episodic series,United States of America,10013
496476,Theater Load in and Load Outs,07/13/2019 12:01:00 AM,07/16/2019 06:00:00 AM,07/08/2019 01:56:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   31 STREET between 7 AVENUE and 8 AVENUE,  8 AVENUE between WEST   31 STREET and WEST   33 STREET",Manhattan,"4, 5",14,Theater,Theater,United States of America,"10001, 10121"
496473,Shooting Permit,07/11/2019 11:00:00 AM,07/11/2019 11:00:00 PM,07/08/2019 01:52:32 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   45 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,"14, 18",Theater,Theater,United States of America,10036
496463,Shooting Permit,07/09/2019 11:00:00 AM,07/10/2019 04:00:00 AM,07/08/2019 01:37:29 PM,"Mayor's Office of Film, Theatre & Broadcasting",ALLEN STREET between HESTER STREET and CANAL STREET,Manhattan,3,"5, 7",WEB,Not Applicable,United States of America,10002
496449,Shooting Permit,07/11/2019 07:00:00 AM,07/11/2019 07:00:00 PM,07/08/2019 01:07:22 PM,"Mayor's Office of Film, Theatre & Broadcasting","NASSAU STREET between BEEKMAN STREET and ANN STREET,  NASSAU STREET between BEEKMAN STREET and SPRUCE STREET",Manhattan,1,1,Still Photography,Not Applicable,United States of America,10038
496423,Shooting Permit,07/10/2019 04:00:00 AM,07/10/2019 04:00:00 PM,07/08/2019 12:24:03 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
496422,Shooting Permit,07/10/2019 12:00:00 PM,07/10/2019 10:00:00 PM,07/08/2019 12:22:10 PM,"Mayor's Office of Film, Theatre & Broadcasting",SOUTH PINEHURST AVENUE between WEST  176 STREET and WEST  177 STREET,Manhattan,12,33,Film,Feature,United States of America,10033
496414,Shooting Permit,07/12/2019 11:00:00 AM,07/12/2019 06:00:00 PM,07/08/2019 11:37:51 AM,"Mayor's Office of Film, Theatre & Broadcasting",ST NICHOLAS AVENUE between WEST  167 STREET and WEST  168 STREET,Manhattan,12,33,Television,Magazine Show,United States of America,10032
496412,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 08:00:00 PM,07/08/2019 11:31:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between VAN DAM STREET and BORDEN AVENUE,  REVIEW AVENUE between BORDEN AVENUE and 35 STREET",Queens,2,108,Television,Cable-other,United States of America,11101
496409,Shooting Permit,07/12/2019 01:00:00 AM,07/12/2019 04:00:00 PM,07/08/2019 11:24:58 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
496404,Rigging Permit,07/11/2019 10:00:00 AM,07/11/2019 04:00:00 PM,07/08/2019 11:16:55 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
496403,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 11:30:00 AM,07/08/2019 11:14:53 AM,"Mayor's Office of Film, Theatre & Broadcasting","TILLARY STREET between ADAMS STREET and JAY STREET,  TILLARY STREET between JAY STREET and FLATBUSH AVENUE EXTENSION",Brooklyn,2,84,Television,Cable-episodic,United States of America,11201
496399,Shooting Permit,07/10/2019 09:00:00 AM,07/11/2019 01:00:00 AM,07/08/2019 10:58:55 AM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  100 STREET between FDR DRIVE and 1 AVENUE,  1 AVENUE between EAST   97 STREET and EAST  100 STREET,  EAST   99 STREET between FDR DRIVE and 1 AVENUE,  EAST   99 STREET between 2 AVENUE and 3 AVENUE,  LEXINGTON AVENUE between EAST   95 STREET and EAST   97 STREET,  EAST   97 STREET between PARK AVENUE and LEXINGTON AVENUE,  EAST   97 STREET between LEXINGTON AVENUE and 3 AVENUE,  EAST  101 STREET between 1 AVENUE and 2 AVENUE,  1 AVENUE between EAST   96 STREET and EAST   97 STREET,  EAST   99 STREET between 1 AVENUE and 2 AVENUE",Manhattan,"11, 8","19, 23",Television,Episodic series,United States of America,"10029, 10128"
496379,Theater Load in and Load Outs,07/11/2019 06:00:00 AM,07/12/2019 06:00:00 AM,07/08/2019 10:24:00 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   51 STREET between 5 AVENUE and 6 AVENUE,Manhattan,5,18,Theater,Theater,United States of America,"10019, 10020"
496377,Shooting Permit,07/10/2019 07:00:00 AM,07/10/2019 11:00:00 PM,07/08/2019 10:17:03 AM,"Mayor's Office of Film, Theatre & Broadcasting","QUEENS PLAZA SOUTH between 21 STREET and 22 STREET,  22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE",Queens,2,108,Television,Episodic series,United States of America,11101
496371,Theater Load in and Load Outs,07/09/2019 06:00:00 AM,07/11/2019 06:00:00 AM,07/08/2019 10:00:50 AM,"Mayor's Office of Film, Theatre & Broadcasting","AMSTERDAM AVENUE between WEST   73 STREET and WEST   75 STREET,  BROADWAY between WEST   74 STREET and WEST   75 STREET,  WEST   75 STREET between AMSTERDAM AVENUE and BROADWAY",Manhattan,7,20,Theater,Theater,United States of America,10023
496369,Shooting Permit,07/10/2019 09:00:00 AM,07/11/2019 06:00:00 AM,07/08/2019 09:58:56 AM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   22 STREET between 7 AVENUE and 6 AVENUE,  6 AVENUE between WEST   23 STREET and WEST   21 STREET,  3 AVENUE between EAST   47 STREET and EAST   46 STREET,  WEST   21 STREET between 7 AVENUE and 6 AVENUE,  WEST   22 STREET between 6 AVENUE and 5 AVENUE,  WEST   21 STREET between 6 AVENUE and 5 AVENUE,  WEST   44 STREET between 10 AVENUE and 9 AVENUE,  WEST   44 STREET between 10 AVENUE and 9 AVENUE,  WEST   43 STREET between 9 AVENUE and 8 AVENUE,  8 AVENUE between WEST   43 STREET and WEST   42 STREET,  WEST   43 STREET between 8 AVENUE and 7 AVENUE",Manhattan,"4, 5, 6","13, 14, 17, 18",Television,Episodic series,United States of America,"10010, 10011, 10017, 10036"
496357,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 10:00:00 PM,07/08/2019 09:28:28 AM,"Mayor's Office of Film, Theatre & Broadcasting","AUDUBON AVENUE between WEST  174 STREET and WEST  176 STREET,  WEST  175 STREET between ST NICHOLAS AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  174 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  174 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  WEST  176 STREET between ST NICHOLAS AVENUE and AUDUBON AVENUE,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE,  ST NICHOLAS AVENUE between WEST  173 STREET and WEST  174 STREET,  ST NICHOLAS AVENUE between WEST  174 STREET and WEST  175 STREET,  ST NICHOLAS AVENUE between WEST  175 STREET and WEST  176 STREET,  WADSWORTH AVENUE between WEST  174 STREET and WEST  175 STREET,  BROADWAY between WEST  162 STREET and WEST  165 STREET,  WEST  176 STREET between AUDUBON AVENUE and AMSTERDAM AVENUE",Manhattan,12,33,Film,Feature,United States of America,"10032, 10033"
496354,Shooting Permit,07/15/2019 01:00:00 PM,07/16/2019 02:00:00 AM,07/08/2019 08:47:35 AM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between EAST   62 STREET and EAST   61 STREET,  5 AVENUE between EAST   61 STREET and EAST   60 STREET,  PARK AVENUE between EAST   60 STREET and EAST   62 STREET,  EAST   61 STREET between PARK AVENUE and LEXINGTON AVENUE,  LEXINGTON AVENUE between EAST   60 STREET and EAST   61 STREET,  EAST   61 STREET between 5 AVENUE and MADISON AVENUE,  MADISON AVENUE between EAST   62 STREET and EAST   60 STREET,  EAST   60 STREET between MADISON AVENUE and PARK AVENUE,  WEST   44 STREET between BROADWAY and 6 AVENUE,  WEST   43 STREET between BROADWAY and 6 AVENUE,  6 AVENUE between WEST   43 STREET and WEST   42 STREET,  6 AVENUE between WEST   43 STREET and WEST   44 STREET",Manhattan,"5, 64, 8","14, 19, 22",Television,Episodic series,United States of America,"10022, 10036, 10065"
496342,Shooting Permit,07/10/2019 11:00:00 AM,07/11/2019 01:00:00 AM,07/07/2019 11:32:36 PM,"Mayor's Office of Film, Theatre & Broadcasting",LINDEN BOULEVARD between NEW YORK AVENUE and NOSTRAND AVENUE,Brooklyn,"17, 8","67, 77",Film,Feature,United States of America,"11226, 11238"
496173,Shooting Permit,07/09/2019 08:00:00 AM,07/10/2019 01:00:00 AM,07/05/2019 02:06:53 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   78 STREET between MADISON AVENUE and 5 AVENUE,Manhattan,"64, 8","19, 22",Still Photography,Not Applicable,United States of America,"10021, 10023, 10075"
496156,Shooting Permit,07/10/2019 08:00:00 AM,07/10/2019 08:00:00 PM,07/05/2019 01:06:45 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   22 STREET between 11 AVENUE and 10 AVENUE,  RIVER STREET between NORTH    1 STREET and GRAND STREET",Manhattan,"1, 2, 4","10, 6, 90",WEB,Not Applicable,United States of America,"10011, 10014, 11249"
496109,Shooting Permit,07/08/2019 06:30:00 AM,07/08/2019 10:00:00 PM,07/05/2019 02:10:07 AM,"Mayor's Office of Film, Theatre & Broadcasting","STUYVESANT AVENUE between MACON STREET and BAINBRIDGE STREET,  MACDONOUGH STREET between STUYVESANT AVENUE and MALCOLM X BOULEVARD,  MACDONOUGH STREET between STUYVESANT AVENUE and LEWIS AVENUE,  DECATUR STREET between LEWIS AVENUE and STUYVESANT AVENUE,  DECATUR STREET between STUYVESANT AVENUE and MALCOLM X BOULEVARD",Brooklyn,3,81,Television,Cable-episodic,United States of America,11233
496051,Shooting Permit,07/10/2019 06:00:00 AM,07/10/2019 08:00:00 PM,07/04/2019 11:27:27 AM,"Mayor's Office of Film, Theatre & Broadcasting","MESEROLE AVENUE between MANHATTAN AVENUE and LEONARD STREET,  MANHATTAN AVENUE between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Still Photography,Not Applicable,United States of America,11222
496017,Shooting Permit,07/09/2019 07:00:00 AM,07/09/2019 10:00:00 PM,07/03/2019 07:10:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","NATICK STREET between DEAD END and MAPLEWOOD AVENUE,  MAPLEWOOD AVENUE between ARDSLEY STREET and NATICK STREET,  PINEWOOD AVENUE between WILDER AVENUE and MAPLEWOOD AVENUE,  NATICK STREET between WILDER AVENUE and MAPLEWOOD AVENUE,  WILDER AVENUE between NATICK STREET and PINEWOOD AVENUE,  COMBS AVENUE between PARK STREET and WOLVERINE STREET,  MAPLEWOOD AVENUE between ARDSLEY STREET and NATICK STREET,  NATICK STREET between WILDER AVENUE and MAPLEWOOD AVENUE,  WILDER AVENUE between ARDSLEY STREET and NATICK STREET,  WILDER AVENUE between NATICK STREET and PINEWOOD AVENUE,  WILDER AVENUE between PINEWOOD AVENUE and PARK STREET,  NATICK STREET between WILDER AVENUE and CONNER AVENUE,  SHARROTT AVE between HYLAN BOULEVARD and SHERWOOD AVENUE",Staten Island,3,"122, 123",Film,Feature,United States of America,"10306, 10309"
